yo,en
Ọ̀rọ̀ Làtí jáde lẹ́yìn òmì tí wọ́n ta pẹ̀lú ikọ̀ ọ Èkìtì.,Word To come out after the water that was sold with the message of Ekiti.
Ààrẹ gbósùbà fún ikọ̀ ọ Nàíjíríà.,The president bowed to the Nigerian ambassador.
Ààrẹ tún gbóríyìn fún àwọn ikọ̀ ọ akọ́nimọ̀ọ́gbá.,The president also praised the brave ambassadors.
Ààrẹ fi àtilẹ́yìn gbogbo ìgbà a Ìjọba Àpapọ̀ dá ikọ̀ Ọ̀wọ̀ lójú.,The President has always assured the Federal Government of the Ambassador of Respect.
Ikọ̀ Tápà dúró ṣinṣin nínú ìdíje náà.,Tapa's kicking is steady in the competition.
Délé fara pa ní ọjọ́bọ nígbà tí ó gbá àmì ayò méjì wọlé.,Dele was injured on Thursday when he scored two goals.
Balógun ikọ̀ náà ti fi ayé lè.,The captain of the embassy has given the world a hard time.
Rẹ̀mí gbá iwájú nínú u ìdíje náà fún ikọ̀ ọ rẹ̀.,He took the lead in the competition for his message.
Nàíjíríà ní àmì mẹ́sàn-án nínú u ìdíje mẹ́ta tí wọ́n ti gbá.,Nigeria has nine points in the three matches they have won.
Ikọ̀ ọ Ọ̀wọ̀ wà lára àwọn ikọ̀ mẹ́rin àkọ́kọ́ ní inú oṣù kẹfà.,Respect is one of the first four messages in the month of June.
Ikọ̀ ọ Ifẹ̀ kópa nínú ìdíje tí ó wáyé ní Àkúré.,Ife's writing took part in the competition that took place in Akure.
Ikọ̀ ọ Àkúré àti Ìkirè yóò gbàlejò ìdíje náà.,Akure and Ikire will host the tournament.
Ifẹ̀ pàdánù oore-ọ̀fẹ́ àti tẹ̀síwájú nínú u àṣekágbá a ìdíje náà.,The love of losing grace and progress in him is the competition.
Ìdíje àkókọ́ nìyí tí Adé gbá látìgbà tí ó ti dé.,This is the first competition that Adé won since he arrived.
Ikọ̀ tí ó jáwé olúborí ti pegedé sí àṣekágbá a ìdíje náà.,The winner of the competition has qualified for the finals.
"Àwọn agbábọ́ọ̀lù tí a fìwé pè ni Àjàní, Tolú àti Kọ́lá.","The footballers named are Ajani, Tolu and Kola."
A lè fi ògún-un rẹ̀ gbárí pé ikọ̀ ọ Tápà máa fìdí rẹmi.,"With his legacy, we can be sure that Tapa's message will be confirmed."
Àlàbá po Àdìsá mọ́lẹ̀ nínú u àṣekágbá a ìdìje náà.,Alaba brought Adisa down in him immediately after the competition.
Àwọn agbábọ́ọ̀lù u Nàíjíríà kí àwọn olólùfẹ́ ẹ wọn.,Nigerian footballers greet their fans.
Àdìsá fi ọdún mẹ́wàá ju alátakò o rẹ̀ lọ.,Adisa outlasted his opponent by 10 years.
Àdìsá fi ojú Àrẹ̀mú winá lẹ́yìn ìjákulẹ̀ tí ó ní.,Adisa glared at Aremu after his disappointment.
Àrẹ̀mú jáwé olúborí nínú ìdíje tí ó wáyé lánàá.,Aremu was the winner in the competition that took place yesterday.
Ẹniolá parí ọdún yìí gẹ́gẹ́ bí ẹni ipò kìínní lágbàáyé.,Anola finished this year as the first person in the world.
Kúnlé jáwé olúborí fún ìgbà ìkẹtàlélọ́gbọ̀n.,Kunle emerged victorious for the thirty-third time.
Balógun àti àwọn ogún mìíràn gbáradì ní Ìbàdàn.,Balogun and other soldiers are ready in Ibadan.
Àwọn Agbábọ́ọ̀lù wa ń gbáradì lọ́wọ́ ní pápá a ìṣeré e Àkẹ́jù.,Our footballers are getting ready at the Akeju stadium.
Àtàmátàsé ikọ̀ ọ Tápà ti fayé sílè ní alẹ́ àná.,The original message of Tapa was released last night.
Adé gba Ife ẹ̀yẹ ilẹ̀ Adúláwọ̀ lẹ́ẹ̀mẹta ọ̀tọ̀ọ̀tọ̀.,Adé won the Adulalao Land Trophy three times.
Àwọn agbábọ́ọ̀lù u orílẹ̀-èdè mẹ́fà ni wón wá síbi ìpàdé e wa.,Football players from six countries came to the meeting.
Àwọn tí a pàdé jáwé olúborí pẹ̀lú àmì ayò méjì sí òdo.,Those who met came out victorious with two points to zero.
A kò bẹ̀ẹ̀rù u ikọ̀ ọ Nàíjíríà rárá.,We are not afraid of the Nigerian ambassador at all.
Akọ́nimọ̀ọ́gbá yẹn ti jáde láyé lọjọ́ Ẹtì.,That hero was born in the days of Eti.
Lọ́ládé lépa àtiborí fún ìgbà kẹta nínú u ìdíje náà.,Lolade chased the trophy for the third time in the tournament.
Ikọ̀ ọ Nàíjíríà pegedé sí ife ẹ̀yẹ ilẹ̀ ẹ Adúláwọ̀ ti ọdún tó ń bọ̀.,Nigeria is ready for next year's World Cup.
Ikọ̀ ọ Àkúré yóò kojú ikọ̀ ọ Èkìtì nínú u ìdíje náà.,Akure team will face Ekiti team in the competition.
Ikọ̀ agbábọ́ọ̀lù àwọn ọ̀dọ́ tí lọ sí òkè òkun.,The young footballer who went overseas.
Ikọ̀ agbábọ́ọ̀lù u Nàíjíríà tí ń ṣe ìmurasílẹ̀ fún ìdíje náà.,The Nigerian footballer who is preparing for the tournament.
Ikọ̀ ọ Nàíjíríà ti gba ife idíje yìí ní ẹ̀ẹ̀mejì ọ̀tọ̀ọ̀tọ̀.,The Nigerian team has won this competition twice.
Ikọ̀ ọ Tápà wàákò pẹ̀lú ikọ̀ Àkúrẹ́ ẹ ti orílẹ̀-èdè e Nàíjíríà.,The language of Tapa is similar to the language of Nigeria.
Ikọ̀ Ọ̀wọ̀ dara pọ̀ mọ́ àwọn tí wọn ń lépa àtira Òjó.,Respect joins those who are chasing Ojo's torch.
Ọjọ́ iwájú Àrẹ̀mú nínú ikọ̀ Tápà kò dájú.,Aremu's future in Tapa is uncertain.
Akọ́nimọ̀ọ́gbá a wọn yọ orúkọ rẹ̀ kúro nínú ikọ̀ ọ rẹ̀.,They removed his name from his message.
Kíké sọ ọ́ kan Títí lójú pé ó lè fi ikọ̀ náà sílẹ̀ lọ́la.,Titi was convinced that he could leave the embassy tomorrow.
Fèrèsé e ojú ọjà ti ṣí sílẹ̀ láti ra agbábọ́ọ̀lù.,The market window has opened to buy a footballer.
Ikọ̀ ọ Tápà àti ikọ̀ Ọ̀wọ̀ ti fi ìfẹ́ ẹ wọn hàn sí ìṣọwọ́ṣiṣẹ́ ẹ rẹ̀.,Tapa and Respect have shown their love for his work.
Fadé lépa àti ra agbábọ́ọ̀lu iwájú titun.,Fade chase and buy a new striker.
Bọ́lá mú Títí gẹ́gẹ́ bíi arọ́pò o Fadé.,Bola took Titi as Fadé's successor.
Àgbà a iwájú ikọ̀ Ọ̀wọ̀ ti fi késí Aṣọ́lé e Tápà láti darapọ̀ mọ́ wọn,The elder in front of the ambassador has invited Ashole e Tapa to join them
Ìdíje ìpegedé sínú ife ẹ̀yẹ ilẹ̀ Adúláwọ̀ ni Ikọ̀ ọ wa ń gbá.,The competition in the Adullao land feather cup is being played by our team.
Ṣọlá fi agídí kúro nínú àlàkalẹ̀ àwọn agbábọ́ọ̀lù ikọ̀ náà.,Take care to get rid of the stubbornness of the defenders.
Ọ̀sẹ̀ mẹ́rin ni agbábọ́ọ̀lù iwájú wa ma lò láti fi tọ́jú u ara rẹ̀.,Our striker used to take care of himself for four weeks.
Ikọ̀ ọ Èkìtì yóò kojú ikọ̀ ọ Tápà lọ́jọ́ kẹtàdínlógún.,The Ekiti team will face the Tapa team on the 17th.
Nínú u oṣù kọkànlá ni Ikọ̀ Ọ̀wọ̀ àti Ẹdẹ máa pàdé.,"In the month of November, Koko Opo and Eda will meet."
Ikọ̀ ọ Tápà gòkè lẹ́yìn-in ìfakọyọ ńlá.,Tapa's name went up after a big break.
Ikọ̀ agbábọ́ọ̀lù u Nàíjíríà ti gba ipò àkọ́kọ́ ọ wọn padà.,Nigeria's football team has regained their top spot.
Láídé dárúkọ ikọ̀ tí yóò kojú u orílẹ̀-èdè e Nàíjíríà.,Laide named the ambassador who will face the country of Nigeria.
Akọ́nimọ̀ọ́gbá ikọ̀ ọ Tápà ti pe agbábọ́ọ̀lù u ọwọ́ ọ àárín.,Tapa's goalie has called his middle-handed player.
Ìfẹsẹ̀wọnṣẹ̀ ẹ àìgbọdọ̀máborí ni Ikọ̀ Ọ̀wọ̀ gbá lánàá.,The punishment of your invincibility was yesterday.
Ikọ̀ ọ Nàíjíríà yóò pegedé sí ìdíje ife ẹ̀yẹ ilẹ̀ ẹ Adúláwọ̀.,Nigeria will qualify for the Confederations Cup.
Rẹ̀mí Adé gbàgbó pé ikọ̀ ọ rẹ̀ lè borí nínú u ìdíje náà.,Hemi Adé believed that his ambassador could win the competition.
Orílẹ̀-èdè gbìyànjú láti pegedé sínú ìdíje ife ẹ̀yẹ náà.,The country tried to qualify for the cup competition.
Ikọ̀ ọ Nàíjíríà ti wà lókè téńté e tábìlì pẹ̀lú u àmì mẹ́sàn-án.,Nigeria is at the top of the table with nine points.
Ikọ̀ ọ Tápà gbá ọ̀mì ní alẹ́ ìjẹrin tí wọ́n fi jawé olúborí.,Tapa's boat hit the water on the night of the 4th and they declared the winner.
"Ikọ̀ ọ Nàíjíríà gòkè, ipò kẹrìnlélógójì ni wọ́n wà báyìí.","Nigeria rose, they are now in 44th place."
Ikọ̀ ọ Tápà ti tẹ àkàbà mẹ́rin gòkè síi sí ipò kẹrìnlélógójì.,Tapa's name has moved up four ladders to the forty-fourth position.
Orílẹ̀-èdè e Nàíjíríà ní àmìi òjìlélẹ́gbèjeédínmẹ́sàn-án.,The country of Nigeria has 17 earthquakes.
Nínú u oṣù kẹsàn-án ni ìdíje eré-ìdárayá maa bẹ̀rẹ̀.,"In the month of September, the sports competition starts."
Ìgbéga yìí ti wá gbé ikọ̀ ọ Nàíjíríà gẹ́gẹ́ bí onípò kẹta.,This promotion has placed the Nigerian ambassador as the third.
Àkókò yẹn ni ikọ̀ Ọ̀wọ̀ dáná ìyà fún ikọ̀ ọ Tápà.,"At that time, the ambassador of Respect punished the ambassador of Tapa."
Àmì ayò mẹ́rin sí òdo ni Ikọ̀ Ọ̀wọ̀ fi na Ikọ̀ ọ Tápà.,The Hand of Respect extends the Hand of Tapa with four signs of joy to the river.
Ikọ̀ ọ agbábọ́ọ̀lù Ọ̀wọ̀ ti pegedé sínú u ife ẹ̀yẹ ilẹ̀ ẹ Adúláwọ̀.,The goal of Ovo's football player is to win the Adulalawe national cup.
Òǹdó ni ó wà ní ipò kejìlélógún nínúu tábìlì.,Ondo is in the 22nd position in the table.
Ikọ̀ ọ  Tápà wà ní ipọ̀ kẹrìndínláàádọ́ta.,The Tapa river is on the 56th floor.
Àwọn orílẹ̀-èdè ilẹ̀ Adúláwọ̀ mìíràn wà nínú u àádọ́ta àkọ́kọ́.,Other liberal countries are in the first 50.
Tápà ni ó wà ní ipò kínní báyìí síwájú u Ọ̀wọ̀.,Tapa is now in the first place before him Respect.
Ikọ̀ ọ Nàíjíríà di ọ̀kè téńté mú síbẹ̀ lẹ́yìn oṣù kan.,Nigeria won the top spot after one month.
Ikọ̀ ọ Àjá dipò kẹta mú pẹ̀lú u àmì i ọ̀tàlélẹ́gbèjọlémẹ́sàn-án.,The dog's head instead of third brings with it the sign of the nineteenth century.
Ikọ̀ ọ Ifẹ̀ dipò kẹrin mú pẹ̀lú àmì ogún lóríi tábìlì.,Love's hand instead took fourth place with twenty tokens on the table.
Ikọ̀ ọ Ifẹ̀ dipò karùn-ún mu.,The book of Love is the fifth.
Ikọ̀ agbábọ́ọ̀lù Ọ̀tà wà ní ipò kejìlá lóríi tábìlì.,Ota's football team is in twelfth position on the table.
Ìwó yege sínúu ìpele tó kángun sí àṣekágbá ìdíje náà.,Iwo survived in the final stage of the competition.
Ọmọ Ọ̀wọ̀ ti yege bọ́ sínú ìpele tó kángun sí àṣekágbá.,The son of respect has survived to enter the final stage.
Aṣíwájú lu akínkanjú tí ó ti gba ìdíje ọ̀hún rí.,The runner beat the hero who won the competition.
Adé yọwọ́ kílàńkó o Dúró kúrò nínú àṣekágbá a ìdíje náà.,Adé yôlo klankok o Stay out of the competition.
Ladé di aláyò àkọ́kọ́ tí ó kọ́kọ́ pegedé sínú u àṣekágbá náà.,Ladé became the first player to enter the competition.
Adé borí ìdíje náà pẹ̀lú àmì ayò mẹ́fà sí mẹ́ta.,Adé won the match with a score of 6 to 3.
Àrẹ̀mú lu Gbadé pẹ̀lú àmì ayò mẹ́fà sí mẹ́rin.,Aremu beat Gbade with 6 points to 4 points.
Adé nílò láti jáwé olúborí kanlẹ̀ láti lè tẹ̀síwájú.,Adé needs to leave a winner in order to continue.
Rẹ̀mí jà fitafita láti lè parí ìfigagbága ìpele náà.,He fought hard to finish the level competition.
Àbájáde ìfigagbága yìí da jìnnìjìnnì bo Rẹ̀mí.,The result of this conflict shocked Him.
Tolú ni àmì ẹyẹ ìdíje náà wà lọ́wọ́ ọ rẹ̀ lọ́wọ́lọ́wọ́ báyìí.,Tolu is the winner of the competition in his hands now.
Fadé nílò láti lu Àrẹ̀mú kanlẹ̀ láti lè di àmì ẹ̀yẹ yìí mú síbẹ̀.,Fadé needs to beat Aremu in order to retain this trophy.
Pẹ̀lúmi ti ṣe àṣekágbá fún ìgbà kejì léra wọn.,Pelumi has fought for the second time against them.
Tolú di yíyọ sẹ́gbẹ̀ẹ́ fún ọ̀sẹ̀ mẹ́tà látàrí i èṣe apá.,Tolu was sidelined for three weeks due to an arm injury.
Balógun máa gbélẹ̀ wòran fún ọ̀sẹ̀ mẹ́ta gbáko.,Balogun will be on the lookout for the next three weeks.
Mojí ti tọ́jú inú ilé tí àwọn àlejò o wa máa dé sí.,Moji has been kept inside the house where the guests will arrive.
Lọ́ládé máa kúrò nínú ikọ̀ agbábọ́ọ̀lù Ọ̀sun ti àwọn obìnrin.,Tomorrow will leave the women's Osun football team.
Títí rọ́pò o Ṣọlá ní ìṣẹ́jú mẹ́ẹ̀ẹ́dọ́gbọ̀n tí ìdíje náà bẹ̀rẹ̀.,Until he replaced Xola in the twenty-five minutes of the match.
Dókítà yẹ Títí wò létíi ìlà a orí i pápá.,Dr. Titi should see the line on the field.
Agbábọ́ọ̀lù tí o mi àwọn jùlọ fún ikọ̀ ọ Tápà ni Rẹ̀mí.,The player who inspired them the most was Remí.
Rájí gbóṣùbà fún ikọ̀ ọ Iléṣà.,Raji bows down to Ilesha's message.
Ikọ̀ ọ Ọ̀wọ̀ gbo ewúro sí ikọ̀ ọ Ìwọ́ lójú.,Your words of respect are worth listening to your words.
Tápà lu Ìwọ́ pẹ̀lú àmì ayò mẹ́rin sí òdo ní ọjọ́ ọ àbámẹ́ta.,Tapa beat you with four goals to zero on day three.
Ìdíje ìpegedé sínú u ife ẹ̀yẹ ilẹ̀ Adúláwọ̀ ni Ikọ̀ ọ Ọ̀wọ̀ ti já.,The final competition for the Adullao land trophy is Koko O Owe.
Àrẹ̀mú ti ṣe tán láti kópa nínú u Ìfẹsẹ̀wọnsẹ̀ náà.,Aremu is ready to take part in the match.
Ìpàgọ́ ikọ̀ ọ Tápà di ṣíṣí lónìí.,The Tapa embassy is open today.
Ìpàgọ́ ọ ikọ̀ Ìwọ́ yóò di ṣíṣí padà lọ́jọ́ ọ Ẹtì.,Encampment of the ambassador You will become open again on the day of Eti.
Ikọ̀ ọ Tápà ń retí i o kéré tán agbábọ́ọ̀lù mẹ́rìndínlógún.,Tapa is expecting at least 16 players.
Àwọn agbábọ́ọ̀lù náà bẹ̀ẹ̀rẹ̀ igbáradì ṣaájú u ìfigagbága.,The players started preparing before the competition.
Àwọn ìbejì ikọ̀ ọ Tápà lórílẹ̀-èdè Nàíjíríà ti lọ sí ìlúu Ìwọ́.,The twins of Tapa ambassador in Nigeria have gone to the city of Owo.
Ọkọ̀ òfurufú ni èmi àti ẹbíi mi wọ̀ lọ sí ìlú u Ọ̀wọ̀.,My family and I flew to the city of Owe.
Adé tí ó jókòó wá láti Ikọ̀ orílẹ̀-èdè e Nàííjíríà.,The crown that he is sitting on comes from Nigeria.
Rẹ̀mí ran ikọ̀ ọ rẹ̀ lọ́wọ́ láti fi òpin sí ìjà tí ó wà láàrín-in wọn.,He helped his messenger to put an end to the fight between them.
Títí ti jáwé olúborí nínú u Ìfẹsẹ̀wọnsẹ̀ ẹ tiwọn lánàá.,Until the winner left in him Their own footstep yesterday.
Lọ́jọ́ Ẹtì ni a jáwé olúborí pẹ̀lú àmì ayò mẹ́rin sí ọ̀kan.,On Saturday we were declared the winner with a score of four to one.
Ikọ̀ ọ Tápà fi ìdíi rẹ̀ múlẹ̀ pé àwọn yóò borí Ìfẹsẹ̀wọnsẹ̀ náà.,The Kick confirmed that they will win the match.
À ń retí àwọn agbábọ́ọ̀lù bíi Lékan.,We expect footballers like Lekan.
Ikọ̀ Ìdìyàn dúró lókè téńtè síbẹ̀ lóríi tábìlì.,Idiyan's mouth was still on top of the table.
Ọ̀jẹ́rìn Àdìsá jẹ́ agbábọ́ọ̀lù fún Ikọ̀ ọ Tápà.,Ozerin Adisa is a footballer for Koko o Tapa.
Omi lẹ̀rọ̀ ẹ̀ tí orí bá gbóná.,Drink water if your head is hot.
Àwọn Adé gbé ọmọge jáde.,The Crowns produced brides.
Rẹ̀mí gba àmì-ẹ̀yẹ agbábọ́ọ̀lù ọ̀sẹ̀ tí ó dára jùlọ.,He won the best footballer of the week award.
Agbábọ́ọ̀lù ikọ̀ ọ Tápà ti gba àmì-ẹ̀yẹ tí ó dára jùlọ.,Soccer player Tapa has won the best award.
Agbábọ́ọ̀lù ikọ̀ ọ Tápà ti gba owó lóríi agbábọ́ọ̀lù u wọn.,The soccer player of Tapa has taken money from their soccer player.
Àwọn agbábọ́ọ̀lù u Nàíjíríà ti gba owó o náírà.,Nigerian footballers have won a lot of money.
Ikọ̀ náà yóò ra agbábọ́ọ̀lù iwájú mìíràn.,The club will buy another striker.
Ikọ̀ o Tápà yóò ma kópa nínú u ìdíje tó ń bọ̀.,Tapa will be participating in the next competition.
Ikọ̀ ọ Ìdèrè parí pẹ̀lúu àmì ayò mẹ́ta sí òdo.,Idere's game ended with three goals to zero.
Àjọ náà yóò fún ikọ̀ ọ wa ní ìmúrasílẹ̀ tó mọ́nyánlórí.,The organization will give our ambassador a thorough preparation.
Bọ́ọ̀lù afẹsẹ̀gbá lórílẹ̀ èdè e Nàìjííríà ti bẹ̀rẹ̀.,Football in Nigeria has started.
Ikọ̀ ọ Nàíjíríà gba ife ẹ̀yẹ ìdíje náà ní orílẹ̀-èdè e Gẹ̀ẹ́sì.,Nigeria won the trophy in England.
Ikọ̀ ọ Tápà lu ikọ̀ọ Ìdèrè pẹ̀lú àmì ayò mẹ́ta sí ọ̀kan.,Tapa beat Idere with a score of three to one.
Títí pẹ̀lú àwọn agbábọ́ọ̀lù tí ó dé lálẹ́ ẹ ọjọ́ ọ àbámẹ́ta.,Until the players who arrived on the night of the third day.
Tìjání ni ó gba àmì ẹ̀yẹ agbábọ́ọ̀lù tó ta sánsán jù lọ.,Tijani won the award for the best footballer.
Ọlá gba àmì ẹ̀ye ẹni tí ó rí àwọ̀n he jùlọ pẹ̀lú.,The person who scores the most goals also gets the award.
Àwọn tí a ní báyìí jẹ́ àwọn agbábọ́ọ̀lù tí wọ́n jẹ́ ọ̀dọ́ lóòótọ́.,The ones we have now are really young footballers.
Àwọn agbábọ́ọ̀lù ọ̀jẹ̀ wẹ́wẹ́ ẹ Nàíjíríà ní ọjọ́ iwájú tó dára.,Nigerian footballers have a bright future.
Àwọn agbábọ́ọ̀lù náà ti ṣe tán láti kojú u ikọ̀ ọ Nàíjíríà lọ́la.,The players are ready to face Nigeria tomorrow.
A fẹ́ kí àwọn agbábọ́ọ̀lù u wa ní ìrònú àti ọpọlọ tó sunwọ̀n.,We want our footballers to have good thinking and mental health.
Tápà tí ń  pèsè ikọ̀ Tápà fún ìdije ife ẹ̀yẹ àgbááyé náà.,Tapa providing the message of Tapa for the world cup competition.
Ariwo pọ̀ lórí pápá nígbàtí agbábọ́ọ̀lù iwájú mi àwọn.,There was a lot of noise on the field when the striker came on.
Àkókò yìí ni a ní láti bẹ̀ẹ̀rẹ̀ sí tọ́ àwọn ọmọ náà sọ́nà.,This is the time to start guiding the children.
Ikọ̀ o Tápà yóò rin ìrìn àjò o ìgbafẹ́ káàkiri ìlú u Ìlá.,Tapa River will travel around the city of Ila.
Ọ̀wọ̀ lu ikọ̀ ọ Tápà lálẹ́ẹ ọjọ́ọ Àlàmísì.,Respect for your message Tapa on the night of Alamisi.
