yo,en
Ó jẹ́ ọ̀kan lára àwọn tó wà níbi ìpàdé ọ̀hún nígbà tí a bẹ̀rẹ̀.,He was one of those who were at that meeting when we started.
Ó wá kìlọ̀ kí wọ́n má gba ìwà ọ̀daràn láàyè ní agbègbe wọn.,He then warned them not to allow crime in their neighborhood.
Ìpàdé wáyé lẹ́yìn ìsẹ̀lẹ̀ tí ó gba ẹ̀mí àwọn ènìyàn mẹ́tàlá.,The meeting took place after the incident that claimed the lives of 13 people.
Àwọn ọ̀daràn wá ṣe ọṣẹ́ ní agbègbè ọ̀hún ní àṣálẹ́ ọjọ́ Àìkú.,Criminals then made soap in that area in the desert of Sunday.
Ìjàm̀bá iná ṣẹlẹ̀ ní ọjà a Balógun nílùú Èkó.,A fire accident occurred at Balogun market in Lagos.
Ìjàm̀bá iná ń sẹlẹ lọ́wọ́-lọ́wọ́ lọ́jà a Balógun nílùú Èkó,Fire accidents are happening from time to time at Balogun market in Lagos.
Àwọn ọlọ́jà ti pàdánù ọ̀kẹ́ àìmọye dúkìá a wọn.,Traders have lost billions of their assets.
Àwọn agbébọn pa ènìyàn mẹ́tàlá ní ìpínlẹ̀ Ọ̀ṣun,Thirteen people were killed by gunmen in Osun state
Wọ́n ṣe ìdájọ́ fún àwọn tó ṣe iṣẹ́ ibi náà.,They judged those who did the evil work.
"Ààrẹ sọ pé “kò sí ànfààní níbi ẹ̀san, ìkórìíra àti ìwà ìbàjẹ́""","The president said ""there is no place in revenge, hatred and corruption""."
Ààrẹ rọ àwọn ọ̀dọ́ kí wọ́n máa gbé pẹ̀lú ìbáṣepọ̀ àlááfíà.,The president urged the youth to live with peaceful relations.
Ààrẹ wá bá àwọn ẹbí tí ọ̀fọ̀ ṣè kẹ́dùn lóríi ìṣẹ̀lẹ̀ burúkú ọ̀hún.,The President then condoled with the bereaved families over the tragic event.
Nàìjíríà yóò fọwọ́ṣowọ́pọ̀ lórí ètò o ẹ̀kọ́ fún Éṣíà.,Nigeria will collaborate on education for Asia.
Kí ìbáṣepọ̀ orílẹ̀ èdè méjéèjì náà tún le fẹsẹ̀ múlẹ̀ sí i.,So that the relationship between the two countries can be strengthened.
Akọ̀wé ìjọba àjọ tó ń mójútó ètò ẹ̀kọ́ sọ̀rọ̀ lórí ìbáṣepọ̀ yìí.,The government secretary in charge of the education system spoke on this relationship.
Àǹfààní ńlá ni ìfọwọ́sowọ́pọ̀ náà yóò jẹ́ fún àwọn méjèèjì.,The collaboration will be of great benefit to both.
Ètò ẹ̀kọ́ nílò o ìrànlọ́wọ́ láti ọ̀dọ̀ àwọn olókoòwò àti ilẹ̀ òkèèrè.,The education system needs help from investors and foreign countries.
Ìjọba ti ṣetán láti dá sí ètò okoòwó lórí ẹ̀kọ́ lórílẹ̀ èdè yìí.,The government is ready to intervene in the education system in this language.
Kí ni ó fa rògbòdìyàn láàárín lọ́kọ láyà tó jẹ́ pé gbogbo ìgbà ìjà ni ṣáá?,What is the cause of the conflict between the people that is always fighting?
Akútọ́ọ́lọ́ ló rán wọn láti béèrè ọ̀nà tí ìjọba ó fi ṣèrànwọ́,Akutolo sent them to ask how the government would help
Ilé ìgbìmọ̀ aṣòfin ló ṣàgbéyẹ̀wò o ètò ààbò òfin epo rọ̀bì.,The House of Assembly considered the protection plan of the rubber oil law.
Ní kété tí wọ́n bá ti wọlé lọ́jọ́ Ìṣẹ́gun ni iṣẹ́ bẹ̀rè.,"As soon as they entered the Victory Day, the work began."
Ilé ìgbìmọ̀ aṣòfin ní láti mójútó àwọn ìpele ìjọba yòókù.,The parliament has to take care of the other levels of government.
Kò sóhun tó ń bọ̀ lókè tílẹ̀ ò gbà.,It doesn't matter what is coming up even if you don't agree.
Ìjọba ń ṣe àtìlẹyìn fún àwọn tó fẹ́ ibùdó omi òkun.,The government is supporting those who want a marine station.
Ìjọba àpapọ̀ yó ṣàtìlẹyìn nídìí iṣẹ́ ọ̀nà márosẹ̀ náà.,The federal government will support the development of the arts.
Ọ̀jọ̀gbọ́n Ayọ̀dé bẹ̀bẹ̀ lọ́jọ́ Ajé lẹ́yìn ìpàdé tí ó ṣe pẹ̀lú ààrẹ.,Prof. Ayode made the appeal on Business Day after the meeting he held with the president.
Gómìnà náà sọ pé iṣẹ́ àkànṣe méjì ni ìjọba òún ti gùnlé.,The governor said that his government has completed two special projects.
Mo gbóríyìn fún ààrẹ Bùhárí fún ètò ìrànwọ́ rẹ̀ sí àwọn ọmọ orílẹ̀ èdè.,I commend President Buhari for his plan to help the countrymen.
Ìjíròrò o wa kìí ṣe lórí ìgbàgbọ́ tí a ní nínú ìṣèjọba yìí nìkan.,The discussion is not only about the faith we have in this government.
Gómìnà Ayọ̀dé fọkàn gbogbo àwọn ọmọ ìpínlẹ̀ rẹ̀ balẹ̀ pé.,Governor Ayode reassured all the people of his state.
Ìjọba ìpínlẹ̀ náà tí pinnu láti fún àwọn ọ̀dọ́ ẹgbẹ̀rún méjì ní iṣẹ́.,The state government has decided to give jobs to two thousand youths.
Wọn yóò ṣe àfilọ́lẹ̀ ẹ èto ìrónilágbára fún àwọn ọ̀dọ́.,They will launch a youth empowerment program.
Ilé-iṣẹ́ ogun òfurufú ti dáná sun ibùdó ikọ̀ ọlọ́tẹ̀ ní ìpínlẹ̀ Òǹdó,The Air Force has set fire to a rebel embassy in Ondo state.
Kò sẹ́ni tó le gbèjà ọlọ́run afi Ọlọ́run fúnra rẹ̀.,No one can defend God except God himself.
Wọ́n tún ṣe ìkọlù sí ibi tí àwọn ikọ̀ ọlọ́tẹ̀ ń sá pamọ́ sí.,They also attacked the place where the rebel ambassadors were hiding.
Ó sọ̀rọ̀ yìí nílùú Àbújá láti sọ nípa ìkọlù orí afẹ́fẹ́.,He spoke in Abuja to talk about the airstrike.
Ìjọba àpapọ̀ kò nílò láti yá owó nílẹ̀ òkèèrè.,The federal government does not need to borrow money from abroad.
"Tí ìjọba bá le rí owó orí, wọn ò nílò láti yá owó mọ́.","If the government can get tax revenue, they don't need to borrow money anymore."
"Ìyá àgbà sọ pé ""ẹ ǹ lẹ́ níbẹ̀ yẹn"".","The grandmother said ""you are right there""."
Ìjọba àpapọ̀ nílò owó láti lè jẹ́ kí ó ṣe ojú ẹ̀.,The federal government needs money to make it happen.
Ó wá kí alága àti ìgbìmọ̀ rẹ̀ kú orí ire fún ipò tuntun wọn.,He wished the chairman and his committee well for their new position.
"Ààrẹ pàṣẹ láti kọlu jàǹdùkú, ọ̀daràn àti olè lórí afẹ́fẹ́.","The president ordered to attack mobs, criminals and thieves in the air."
Ààrin gbùgbùn ìlú ni wọ́n fi ìpàdé àwọn ẹlẹ́gbẹ́jẹgbẹ́ náà sí.,In the middle of the city they put the meeting of the members.
Ọ̀pọ̀lọpọ̀ àwọn èèyàn ti pàdánù ẹ̀mí i wọn nínú ìjàm̀bá náà.,Many people have lost their lives in the accident.
Ní ìbámu ìlànà yìí wọ́n pèsè ìrànwọ́ fún ikọ̀ ọmọ ogun òfurufú.,According to this policy they provide assistance to the Air Force.
Ààrẹ bá wọn kẹ́dùn lórí ìkọlù àti òfò ẹ̀mí tó ṣẹlẹ̀ ní ìpínlẹ̀ náà.,The President sympathized with them on the attack and loss of life in the state.
Ààrẹ fi dá wọn lójú pé oríléèdè Nàíjíríà kò ní gbàgbée wọn.,The President assured them that Nigeria will not forget them.
"Amẹ́ríkà yóò ran Nàíjíríà lọ́wọ́ nípa ètò ajé, okoòwò, ààbò àti ẹ̀kọ́.","America will help Nigeria in terms of economy, trade, security and education."
Wọ́n ṣe ìfọwọ́sowọ́pọ̀ lórí ètò ìlera fún àǹfààní orílẹ̀ èdè méjéèjì.,They cooperated on the health system for the benefit of both countries.
Bàbá náà sọ̀rọ̀ yìí ní ibi ayẹyẹ àádọ́rin ọdún tí wọń gba òmìnira.,The father said this at the 70th anniversary of independence.
Owó gidi ló ń wọlé lórí ètò ìṣòwò wọn tó tóbi jù,Real money is coming in on their biggest business plan
Olùkọ́ fún àwọn akẹ́kọ̀ọ́ ní iṣẹ́-àmúrelé tí wọ́n yóò ṣe wá sí iléèwé.,The teacher gave the students homework to do at school.
Orílẹ̀ èdè Amẹ́ríkà ti pèsè ètò ìrànlọ́wọ́ fún Nàìjíríà.,The United States has provided aid to Nigeria.
Adarí fún ọ̀rọ̀ ọ òkèèrè ilẹ̀ Nàìjíríà tẹpẹlẹ mọ́ ìfọwọ́sowọ́pọ̀ náà.,Nigeria's foreign minister continued the cooperation.
Àyìndé máa ń parọ́ lọ́pọ̀lọpọ̀ kódà èṣù ò parọ́ tó o.,"Goats lie a lot, even the Èṣù does not lie enough."
Àjọṣe tó dán mọ́rán wà láàárín orílẹ̀-èdè méjèèjì.,There is a good relationship between the two countries.
Àwọn àáfáà gbàdúrà fún àlàáfíà orílẹ̀-èdè Nàíjíríà.,The nuns prayed for the peace of Nigeria.
Àpéjọ àdúrà náà wáyé lásìkò ìgbéyàwó àbúrò ààrẹ.,The prayer meeting was held during the wedding of the president's younger brother.
Ààrẹ Bùhárí lo àsìkò ayẹyẹ náà láti fi gbàdúrà fún tọkọ-taya.,President Buhari used the occasion to pray for the couple.
A mọ rírì i rẹ̀ torí náà ni a ṣe ń jó tí à ń yọ̀.,"We appreciate it, that's why we dance and rejoice."
Nàìjíríà ti fẹnu kò láti dá àwọn ẹlẹ́wọ̀n padà sílẹ̀.,Nigeria has refused to release the prisoners.
Wọ́n dá àwọn ẹlẹ́wọ̀n tó wà lọ́gbà a ẹ̀wọ̀n lórílẹ̀ èdè e Sáínà padà sílé,Prisoners who were in Chinese prisons were repatriated
"Ọlọ́run kò dà bí ènìyàn, ènìyàn aronipin.","God is not like a man, a rational man."
Fẹ́mi Adéṣínà fi tó ìròyìn létí pé ààrẹ ti buwọ́lu ìwé àdéhùn náà.,Femi Adésina informed the news that the president has signed the agreement.
Àjọ ìdìbò yóò rí i dájú pé kò sí ìwà màgò-mágó ní ìgbà ìdìbò.,The Election Commission will ensure that there is no fraud during the election.
Bírí-bírí layé ń yí bẹ́ẹ̀ ni àwa ẹ̀dá inú ẹ̀ ń yí pẹ̀lú.,"The world is changing, so are we the creatures inside it."
Adelé ní ìfọ̀rọ̀wánilẹ́nuwò pẹ̀lú àwọn akọ̀ròyìn.,Adele had an interview with reporters.
Àwọn àgùnbánirọ̀ yóò ṣe ìkéde ìfẹ̀hónúhàn nípa ewu tó wà níbi ìwà ìbàjẹ́.,Doctors will make public announcements about the dangers of corruption.
Àwọn ẹ̀sùn nípa ìwà ìbàjẹ́ tí àjọ náà gùnlé ni wọn yóò ri pé wọ́n yanjú rẹ̀.,Allegations of corruption in the organization will be resolved.
Wọ́n dá ọ́fíìsì sílẹ̀ ní Ìlọrin láti máa mú àwọn ẹlẹ́ṣẹ̀.,They established an office in Ilorin to catch criminals.
Ó rọ̀ wọ́n láti fọwọ́sowọ́pọ̀ pẹ̀lú àjọ náà kí wọn lè ṣe àṣeyọrí.,He urged them to cooperate with the organization so that they can succeed.
Ilé-ẹjọ́ gíga dá Kíkẹ́ láre gẹ́gẹ́ bí ó ṣe wà nínú ìwé òfin.,The Supreme Court justified Kikike as it is in the constitution.
Bí wọ́n ṣe ń paná ọ̀tẹ̀ kan ni òmíràn ń rú.,"As they put down one rebellion, another one breaks out."
Ṣebí bí ọ̀kan bá bàjẹ́ tọ́rọ doríkodò ẹlẹ́dàá ẹni là ń sá bá.,"For example, if one is corrupted, we are running away from the creator."
Nínú ẹjọ́ tí adájọ́ dá ni ó ti sọ pé olùfẹ̀sùnkàn náà kò ní ẹ̀rí tó le.,"In the case made by the judge, he said that the accused did not have strong evidence."
Ilé ẹjọ́ gíga da ẹjọ́ kòtẹ́milọ́rùn tí wọ́n pè tako àṣeyọrí i Ọbásanjọ́,The High Court dismissed the appeal against the success of Obasanjo
Ilé ẹjọ́ gíga ti gbàá gẹ́gẹ́ bíi ẹni tó jáwé olúborí nínú ètò ìdìbò ọdùn yìí,The Supreme Court has recognized him as the winner of this popular election.
Adájọ́ náà dá ẹjọ́ ọ kòtẹ́milọ́rùn torí pé ẹjọ́ náà kò múná dóko tó.,The judge dismissed the complaint because the case was not effective enough.
Àwọn ìgbìmọ̀ ẹlẹ́nu márùn-ún ilé ẹjọ́ ọ kòtẹ́milọ́rùn náà da ẹjọ́ náà sígbó.,The five members of the Court of Appeal rejected the case.
Olùpẹ̀jọ́ náà kò ní ẹ̀rí tó múnádóko láti fi han àwọn ilé ẹjọ́ náà.,The plaintiff did not have effective evidence to show the courts.
Ilé-ẹjọ́ gíga dá Abíọ́lá láre nínú ètò ìdìbò o ìpínlẹ̀ Èkó,The High Court acquitted Abiola in the Lagos state election process
Ilé-ẹjọ́ gíga fi òǹtẹ̀ lu Abíọ́lá gẹ́gẹ́ bí olùborí ìdìbò tí ó wáyé.,The High Court stamped Abiola as the winner of the election.
"Aṣẹ̀dá a gbogbo ènìyàn olóore ìṣẹ̀dá, ta ni a ò bá fi ọpẹ́ fún?","The creator of all human beings, the benevolent creation, who would we not give thanks to?"
Ẹ jẹ́ ẹni tó ṣe é fọkàn tán àti ọmọ orílẹ̀ èdè e Nàíjíríà rere.,Be a trustworthy person and a good Nigerian.
Kí orílẹ̀ èdè le ní ìdàgbàsókè tó ní ìtumọ̀ ẹ jẹ́ kí á fọwọ́sowọ́pọ̀.,"So that the nation can have a meaningful development, let us cooperate."
"Àti ẹni tó mọ̀ ọ́, àtẹni tí ò mọ̀ ọ́ ni ó ń ṣe àfẹ́rí iṣẹ́ ẹ̀ rẹ.","And the one who knows you, the one who doesn't know you is the one who admires your work."
Ó ní ìyípadà tí àwọn ọmọ orílẹ̀ èdè Nàìjíríà ń fẹ́ láti ọ̀dọ̀ ìjọba.,He has the change that Nigerians want from the government.
Oúnjẹ tí mo fẹ́ràn jùlọ ni èkuru àti ẹ̀kọ́ pẹ̀lú ata díndín.,My favorite food is dust and rice with hot pepper.
Èèyàn gbọdọ̀ mọ ojúse rẹ̀ láti jẹ onítara àti láti máa dáwọ́ lé wàhálà.,One must know his duty to be zealous and to stop trouble.
Ìdàgbàsókè tó dé bá orílẹ̀ èdè Nàìjíríà láti bí ogún ọdún sẹ́yìn.,The development that has come to the nation of Nigeria since 20 years ago.
Ìyàtọ̀ ńlá àti ìdàgbàsókè ló ti dé bá orílẹ̀ èdè e Nàìjíríà láti bí ogún ọdún sẹ́yìn.,A great difference and development has come to the country of Nigeria since 20 years ago.
Ìgbìmò àwọn aṣòfin ń ṣe ìpàdé ní inú ilé lọ́dọ̀ Ààrẹ,The council of legislators is holding a meeting in the house of the President
"Adébáyọ̀ jẹ́ àlejò pàtàkì níbi ayẹyẹ ọ̀hún náà àmọ́, kò wá.",Adébayo was a special guest at that party but he did not come.
"Ọkùnrin kì í ṣe ọkùnrin lásán, ẹni tó ní ọkàn akin ní í ṣe","A man is not just a man, he is a man with a brave heart"
Ìyàwó náà ya ọ̀bùn gbogbo inú ilé ló ti ń rùn rádaràda.,The wife was surprised that the whole house was smelling bad.
